Address	City	Zip	Area	Yr Blt	BR	 HB	FB	Garage	Garage	Garage_2	Garage_3	Garage_4	Garage_5	Garage_6	SF (M+U)	Status	DOM	Sales Date	LP	Sale Pr	LAgt	LAgt Name	LAgt Ph#	SAgt	SAgt Name	SAgt Ph#
807 ESSEX DR	ANDERSON	46013	4812	1957	2	0	1	Y	1CATC	  	  	  	  	  	935	SOLD	116	06/04/2013	48,600	30,000	10629	Bill Carter	765-617-9799	10629	Bill Carter	765-617-9799
1512 EUCLID DR	ANDERSON	46011	4812	1954	2	0	1	Y	1CDTC	  	  	  	  	  	816	SOLD	84	05/07/2013	7,600	7,000	9457	Chris Camperelli	  	17574	Jeff Weightman	317-258-4714
1615 S F ST	ELWOOD	46036	4804	1898	2	1	1	Y	2CDTC	  	  	  	  	  	1000	SOLD	88	04/29/2013	78,900	72,000	18427	Diana Dunham	765-552-9363	18427	Diana Dunham	765-623-7113
1818 E FAIRLAWN	ANDERSON	46011	4810	1970	3	0	1	N	NONE	  	  	  	  	  	925	SOLD	15	05/27/2013	18,900	18,000	10820	Richard Melton	765-683-1490	17140	Sumer Sharp	317-844-1131
5 FAIRWAY DR	ALEXANDRIA	46001	4805	1974	3	0	3	Y	2CATC	  	  	  	  	  	2564	SOLD	236	09/11/2013	42,000	39,000	27808	Jennifer Wilmoth	317-863-4102	33666	Rosanne Smith	317-202-9075
41 FAIRWAY DR	ALEXANDRIA	46001	4805	1990	3	0	2	Y	2CATC	  	  	  	  	  	2548	SOLD	84	05/15/2013	109,900	122,100	27078	Paul Starr	  	27078	Paul Starr	765-288-1711
8144 S FIREFLY DR	PENDLETON	46064	4815	2005	4	1	2	Y	2CATC	  	  	  	  	  	2176	SOLD	83	03/25/2013	129,900	125,000	20284	Patricia Nation	317-407-7466	24437	Sheri Coldren	317-727-4626
8183 S FIREFLY DR	PENDLETON	46064	4815	2005	3	1	2	Y	2CATC	  	  	  	  	  	2438	SOLD	28	03/28/2013	125,000	122,500	1550	James Jackson	  	33148	Roger Webb	317-578-3827
8297 S FIREFLY DR	PENDLETON	46064	4815	2005	3	1	2	Y	2CATC	  	  	  	  	  	2030	SOLD	25	05/31/2013	124,900	118,000	7134	Glenn Bill	317-578-1341	24437	Sheri Coldren	317-727-4626
8457 S FIREFLY DR	PENDLETON	46064	4815	2008	3	0	2	Y	2CATC	  	  	  	  	  	1504	SOLD	57	05/03/2013	114,900	107,000	5183	Gene Tumbarello	317-823-8000	24437	Sheri Coldren	317-727-4626
1614 FLETCHER ST	ANDERSON	46016	4811	1898	3	0	1	Y	1CDTC	  	  	  	  	  	1362	SOLD	76	04/29/2013	7,500	5,500	13612	Mark Davis	317-290-7717	22937	Deidra Ballard	765-640-1900
1832 FLETCHER ST	ANDERSON	46016	4811	1903	4	0	2	Y	2CDTC	  	  	  	  	  	2393	SOLD	71	12/22/2012	14,400	12,000	12388	Sheila Hubbard	317-440-5088	9364	Monica Neff	765-208-0490
829 FOREST DR	ANDERSON	46011	4810	1940	3	1	2	Y	1CDTC	  	  	  	  	  	3060	SOLD	69	04/24/2013	89,000	84,500	26708	Joni Bragg	765-617-0809	32559	Jenna Hiatt	765-683-9274
3208 FORREST TER	ANDERSON	46013	4813	1964	4	0	2	Y	2CDTC	  	  	  	  	  	999	SOLD	75	07/26/2013	41,400	24,432	28040	Jeffrey Cummings	317-370-4664	9999	. Non-BLC Member	  
1300 S G ST	ELWOOD	46036	4804	1925	3	0	1	N	NONE	  	  	  	  	  	1034	SOLD	57	04/26/2013	32,000	27,500	11977	Jerry Jordan	  	10629	Bill Carter	765-617-9799
1708 S G ST	ELWOOD	46036	4804	1900	2	0	1	N	1CDTC	  	  	  	  	  	1314	SOLD	37	01/07/2013	13,900	10,300	26708	Joni Bragg	765-617-0809	10629	Bill Carter	765-617-9799
5008 GLENMORE RD	ANDERSON	46012	4814	1977	3	0	2	Y	2CATC	  	  	  	  	  	1372	SOLD	117	06/06/2013	71,900	70,000	26708	Joni Bragg	765-617-0809	10619	Sherri Humes	765-354-4878
10856 GRACE DR	INGALLS	46048	4815	2005	3	1	2	Y	2CATC	  	  	  	  	  	2602	SOLD	2	04/19/2013	112,000	109,000	18830	Cara Gehring	317-414-0633	32725	Ryan Clark	317-213-4515
4632 GREENHILL WAY	ANDERSON	46012	4814	1972	4	1	2	Y	2CATC	  	  	  	  	  	1944	SOLD	59	03/26/2013	79,900	62,000	6179	Thomas Seal	765-643-9935	6179	Thomas Seal	765-641-2300
3508 HAMILTON PL	ANDERSON	46013	4813	1961	2	0	1	N	NONE	  	  	  	  	  	950	SOLD	13	05/09/2013	19,900	16,000	30585	Rodney Rouch	  	30585	Rodney Rouch	765-284-6313
3616 HAMILTON PL	ANDERSON	46013	4813	1950	2	0	1	Y	1CDTC	  	  	  	  	  	775	SOLD	28	12/21/2012	15,000	13,500	28040	Jeffrey Cummings	317-370-4664	28053	Angela Strickler	765-640-1900
911 HAMPTON CT	CHESTERFIELD	46017	4814	1960	3	0	2	Y	2CATC	  	  	  	  	  	1690	SOLD	105	03/15/2013	24,900	24,900	10820	Richard Melton	765-683-1490	28053	Angela Strickler	765-640-1900
543 HANOVER DR	ANDERSON	46012	4814	1972	3	0	3	Y	2CDTC	  	  	  	  	  	1730	SOLD	13	05/16/2013	71,000	64,000	28040	Jeffrey Cummings	317-370-4664	10575	Fran Plummer	765-641-2300
708 N HARRISON ST	ALEXANDRIA	46001	4805	1899	3	0	1	Y	2CDTC	  	  	  	  	  	1577	SOLD	11	02/22/2013	21,900	20,000	10767	Terri Brenner	765-724-9285	10758	Julayne Myers	  
1412 N HARRISON	ALEXANDRIA	46001	4805	1800	4	0	1	Y	1CATC	  	  	  	  	  	1582	SOLD	5	02/13/2013	14,900	15,000	27078	Paul Starr	  	27078	Paul Starr	765-288-1711
506 HAWTHORNE	ANDERSON	46011	4810	1960	3	0	1	N	NONE	  	  	  	  	  	1248	SOLD	276	07/29/2013	39,900	32,000	10629	Bill Carter	765-617-9799	29045	Ted Moss	765-644-3341
522 HAWTHORNE	ANDERSON	46011	4810	1969	3	0	2	Y	1CATC	  	  	  	  	  	1332	SOLD	97	04/30/2013	31,500	28,000	18578	Regina Nottingham-Briles	317-850-3286	33448	Scott Axline	765-221-9423
451 HENDRICKS ST	ANDERSON	46016	4810	1915	2	0	1	N	NONE	  	  	  	  	  	845	SOLD	108	05/13/2013	9,000	8,900	26708	Joni Bragg	765-617-0809	32534	Heather Clemmons	765-288-1711
1603 HENDRICKS ST	ANDERSON	46016	4812	1968	3	1	1	Y	2CATC	  	  	  	  	  	1260	SOLD	104	04/08/2013	16,000	8,150	26708	Joni Bragg	765-617-0809	26708	Joni Bragg	765-683-9274
228 E HIGH ST	PENDLETON	46064	4816	1898	4	0	2	Y	1CDTC	  	  	  	  	  	1851	SOLD	191	07/31/2013	75,000	55,000	11704	Kelly Wood	765-534-3749	21499	Heather Ridenour	765-425-3606
304 HILLPOINT	ANDERSON	46011	4812	1980	3	0	2	Y	2CATC	  	  	  	  	  	1570	SOLD	117	07/31/2013	107,900	102,000	10575	Fran Plummer	765-643-2626	5831	Glayne Johnson	  
607 HILLSIDE DR	ANDERSON	46011	4807	1963	4	1	1	Y	2CATC	  	  	  	  	  	1154	SOLD	103	06/17/2013	19,900	19,500	26708	Joni Bragg	765-617-0809	28053	Angela Strickler	765-640-1900
5889 W HOMESTEAD DR	FRANKTON	46044	4807	1962	3	1	1	Y	2CATC	  	  	  	  	  	1297	SOLD	105	05/30/2013	34,900	37,100	21181	Christopher Price	877-694-4361	10629	Bill Carter	765-617-9799
5310 INZA CT	ANDERSON	46011	4809	1967	2	0	1	Y	2CATC	  	  	  	  	  	768	SOLD	27	04/23/2013	33,600	31,400	27808	Jennifer Wilmoth	317-863-4102	1331	Karen Duncan	317-755-7820
3706 IRONWOOD PL	ANDERSON	46011	4810	1976	3	0	2	Y	2CATC	  	  	  	  	  	1814	SOLD	44	04/08/2013	99,500	97,500	10589	Ken Miller	765-425-3245	20559	Nicole Ross	765-644-3341
902 IRVING	ANDERSON	46016	4810	1960	3	1	1	Y	2CATC	  	  	  	  	  	1413	SOLD	42	02/20/2013	13,500	13,500	26708	Joni Bragg	765-617-0809	17411	Hazel Nave	765-644-3341
1529 JACKSON ST	ANDERSON	46016	4812	1890	4	0	2	Y	2CDTC	  	  	  	  	  	2572	SOLD	138	04/30/2013	6,900	3,750	13095	Brad Taflinger	  	13095	Brad Taflinger	  
2411 JACKSON ST	ANDERSON	46016	4812	1922	2	0	1	Y	1CATC	  	  	  	  	  	806	SOLD	169	07/05/2013	4,900	4,000	11704	Kelly Wood	765-534-3749	33448	Scott Axline	765-221-9423
818 W JEFFERSON ST	ALEXANDRIA	46001	4805	1998	3	0	2	Y	2CDTC	  	  	  	  	  	1836	SOLD	87	03/07/2013	32,000	31,000	27078	Paul Starr	  	27078	Paul Starr	765-288-1711
1521 JEFFERSON ST	ANDERSON	46016	4813	1891	3	0	1	Y	1CDTC	  	  	  	  	  	1474	SOLD	41	05/28/2013	15,000	14,000	27808	Jennifer Wilmoth	317-863-4102	9999	. Non-BLC Member	317-956-1912
1533 JEFFERSON ST	ANDERSON	46016	4813	1892	2	1	1	Y	2CDTC	  	  	  	  	  	1254	SOLD	63	02/01/2013	11,000	8,005	10629	Bill Carter	765-617-9799	10629	Bill Carter	765-617-9799
1533 S K ST	ELWOOD	46036	4804	1900	3	0	1	Y	2CATC	  	  	  	  	  	1302	SOLD	49	02/26/2013	23,900	23,900	27078	Paul Starr	  	13095	Brad Taflinger	  
2119 Kerrwood DR	Anderson	46011	4812	1960	3	0	1	N	NONE	  	  	  	  	  	1300	SOLD	21	04/30/2013	14,500	16,000	9457	Chris Camperelli	  	12388	Sheila Hubbard	317-613-4570
1328 LAFAYETTE CT	Anderson	46012	4810	1964	3	0	1	Y	1CATC	  	  	  	  	  	962	SOLD	132	08/21/2013	25,000	24,000	9457	Chris Camperelli	  	20593	Darlene Welling	317-377-1917
204 E LAKE ST	SUMMITVILLE	46070	4803	1900	3	0	1	Y	1CDTC	  	  	  	  	  	1631	SOLD	156	05/10/2013	15,300	14,000	11704	Kelly Wood	765-534-3749	31286	Melissa Young	317-564-7100
286 LAUREL DR	CHESTERFIELD	46017	4814	1996	4	0	2	Y	2CDTC	  	  	  	  	  	0	SOLD	76	02/15/2013	22,500	17,000	27808	Jennifer Wilmoth	317-863-4102	31464	Stacy Seybert	765-221-9423
1204 LAYTON RD	ANDERSON	46011	4810	1950	2	0	1	Y	1CATC	  	  	  	  	  	1134	SOLD	7	11/30/2012	18,000	15,000	13669	John Rhodes	765-779-5028	17140	Sumer Sharp	317-844-1131
6149 LAYTON RD	ANDERSON	46011	4809	2005	3	0	2	N	NONE	  	  	  	  	  	1056	SOLD	149	10/08/2013	27,200	19,814	27808	Jennifer Wilmoth	317-863-4102	9999	. Non-BLC Member	  
4755 W LINCOLN RD	Anderson	46011	4807	1940	2	0	1	Y	2CDTC	  	  	  	  	  	880	SOLD	72	02/07/2013	50,000	25,000	16564	Sue Beanblossom	317-410-3711	16564	Sue Beanblossom	  
4317 LINDEN	ANDERSON	46011	4810	1946	4	0	1	Y	2CDTC	  	  	  	  	  	1458	SOLD	68	03/12/2013	26,000	13,901	26708	Joni Bragg	765-617-0809	13843	Andrea Eldon	765-748-2842
9186 W Lodge LN	Pendleton	46064	4815	2003	3	0	2	Y	2CATC	  	  	  	  	  	1769	SOLD	30	01/24/2013	109,000	102,500	22126	Kay Kammeyer	317-698-7109	24437	Sheri Coldren	317-727-4626
1815 LOWELL	ANDERSON	46011	4810	1956	3	0	1	Y	1CATC	  	  	  	  	  	1065	SOLD	40	11/30/2012	64,900	58,500	16433	Jada Sparks	765-640-2080	3969	Michael Emerick	317-595-1900
3004 LOWMAN ST	ANDERSON	46016	4813	1954	3	0	1	Y	1CATC	  	  	  	  	  	1756	SOLD	34	12/13/2012	17,900	15,000	13669	John Rhodes	765-779-5028	19366	Patricia Brinkman	765-282-1412
6300 N LUNAR LN	ALEXANDRIA	46001	4808	2003	3	0	2	Y	2CDTC	  	  	  	  	  	1620	SOLD	29	11/09/2012	29,900	22,500	22937	Deidra Ballard	  	22937	Deidra Ballard	765-640-1900
3622 E LYNN ST	ANDERSON	46013	4813	1894	3	0	1	N	NONE	  	  	  	  	  	1611	SOLD	108	04/01/2013	27,000	10,425	12388	Sheila Hubbard	317-440-5088	9999	. Non-BLC Member	317-956-1912
4513 E LYNN ST	ANDERSON	46013	4813	1940	3	0	1	Y	1CDTC	  	  	  	  	  	1000	SOLD	68	01/04/2013	14,900	13,300	15706	Michael Lawson	765-606-0559	24576	Stephanie Miles	317-282-0643
1912 S M ST	ELWOOD	46036	4804	1900	2	0	1	N	NONE	  	  	  	  	  	1792	SOLD	22	12/05/2012	6,900	5,000	10629	Bill Carter	765-617-9799	10629	Bill Carter	765-617-9799
1827 MAIN ST	ANDERSON	46016	4812	1918	3	0	1	N	NONE	  	  	  	  	  	1064	SOLD	55	12/28/2012	25,000	10,000	13843	Andrea Eldon	317-436-8526	27447	Michael Jones	317-205-4800
2508 E MAIN ST	ELWOOD	46036	4804	1897	4	1	1	N	OTHER	  	  	  	  	  	1786	SOLD	42	01/24/2013	15,900	17,500	10767	Terri Brenner	765-724-9285	10769	John Jacobs	  
128 N MANIFOLD ST	INGALLS	46048	4815	2005	3	0	2	N	NONE	  	  	  	  	  	1450	SOLD	18	03/27/2013	29,900	26,500	19366	Patricia Brinkman	765-282-1412	10942	Jeff Pettigrew	  
1136 MANOR CT	ANDERSON	46016	4813	1957	2	0	1	Y	1CDTC	  	  	  	  	  	1032	SOLD	20	03/11/2013	14,900	15,501	26708	Joni Bragg	765-617-0809	33557	Harry Kemper	317-462-8200
400 E MAPLE ST	FRANKTON	46044	4804	1895	4	0	1	Y	3CDTC	  	  	  	  	  	2520	SOLD	150	07/03/2013	23,900	20,000	10629	Bill Carter	765-617-9799	10629	Bill Carter	765-617-9799
1228 MAPLE ST	ANDERSON	46016	4813	1900	4	0	1	Y	1CDTC	  	  	  	  	  	1761	SOLD	17	02/28/2013	10,900	15,000	12400	Bonnie Flint	765-278-6984	9999	. Non-BLC Member	317-956-1912
420 MCCULLEN	CHESTERFIELD	46017	4814	1946	2	0	1	N	1CARP	  	  	  	  	  	704	SOLD	99	02/12/2013	21,900	20,000	15371	Mickael Caudill	765-778-7219	15371	Mickael Caudill	765-278-2376
2015 MCKINLEY ST	ANDERSON	46016	4813	1895	2	1	1	Y	1CDTC	  	  	  	  	  	958	SOLD	139	07/09/2013	9,900	9,900	10629	Bill Carter	765-617-9799	24228	Michael Case	317-848-7072
2019 MCKINLEY ST	ANDERSON	46016	4813	1895	2	0	1	Y	1CDTC	  	  	  	  	  	1197	SOLD	62	06/18/2013	5,000	4,750	22316	Mary Cordle	  	22316	Mary Cordle	765-621-7594
2923 MCKINLEY ST	ANDERSON	46016	4813	1930	3	0	1	N	NONE	  	  	  	  	  	1297	SOLD	44	03/16/2013	19,000	16,001	26708	Joni Bragg	765-617-0809	26708	Joni Bragg	765-617-0809
2606 MERIDIAN ST	ANDERSON	46016	4812	1928	2	0	1	Y	1CDTC	  	  	  	  	  	442	SOLD	27	01/16/2013	15,000	15,000	11704	Kelly Wood	765-534-3749	33101	Angela Swindell	765-640-1900
301 MOHAWK DR	ANDERSON	46012	4807	1951	2	0	1	Y	2CDTC	  	  	  	  	  	862	SOLD	73	02/05/2013	17,500	14,000	10629	Bill Carter	765-617-9799	17737	Sonya Pickett	765-640-1900
301 W MONROE ST	ALEXANDRIA	46001	4805	1899	3	0	2	N	NONE	  	  	  	  	  	1320	SOLD	7	10/26/2012	22,500	26,250	13095	Brad Taflinger	  	13095	Brad Taflinger	  
2300 MORTON ST	ANDERSON	46016	4812	1941	3	0	1	Y	1CATC	  	  	  	  	  	1177	SOLD	76	03/29/2013	10,900	10,900	27078	Paul Starr	  	27078	Paul Starr	765-288-1711
229 MULBERRY ST	ANDERSON	46012	4811	1948	4	0	1	N	1CARP	  	  	  	  	  	1269	SOLD	49	02/27/2013	19,900	16,600	30585	Rodney Rouch	  	17140	Sumer Sharp	317-844-1131
6825 N 425 E	ALEXANDRIA	46001	4808	1991	2	0	1	Y	NONE	  	  	  	  	  	938	SOLD	47	06/05/2013	41,900	39,500	9457	Chris Camperelli	  	9457	Chris Camperelli	317-472-6812
3609 NICHOL	ANDERSON	46011	4812	1954	3	0	2	Y	2CDTC	  	  	  	  	  	2332	SOLD	68	06/12/2013	45,000	40,000	18578	Regina Nottingham	317-850-3286	10820	Richard Melton	765-683-1490
4212 NICHOL	ANDERSON	46011	4812	1950	2	0	1	Y	1CATC	  	  	  	  	  	1400	SOLD	54	05/30/2013	25,000	25,000	18578	Regina Nottingham-Briles	317-850-3286	28053	Angela Strickler	765-640-1900
101 NORFOLK DR	ALEXANDRIA	46001	4805	1966	4	0	2	Y	2CATC	  	  	  	  	  	1716	SOLD	65	03/27/2013	24,900	18,000	30585	Rodney Rouch	  	30585	Rodney Rouch	765-284-6313
431 NORRIS DR	ANDERSON	46013	4817	1950	3	1	1	Y	1CATC	  	  	  	  	  	960	SOLD	60	04/26/2013	59,900	49,000	10586	Bob Delph	765-644-5852	26295	Mike Hanna	317-462-8200
147 N Nursery RD	Anderson	46012	4812	1942	4	0	2	Y	1CATC	  	  	  	  	  	1470	SOLD	81	06/26/2013	59,900	50,000	32850	Tom Harvey	  	32850	Tom Harvey	317-462-8200
35 OAK ST	ORESTES	46063	4805	1940	3	0	1	Y	1CDTC	  	  	  	  	  	1232	SOLD	260	07/08/2013	45,000	41,000	10575	Fran Plummer	765-643-2626	19157	Ted Bryan	765-621-0981
203 E OAK ST	ANDERSON	46012	4811	1952	3	0	1	Y	1CATC	  	  	  	  	  	1092	SOLD	17	02/16/2013	27,900	28,000	26708	Joni Bragg	765-617-0809	31628	Madalynne Stanton	765-683-9274
1205 OAKLAND DR	ANDERSON	46012	4813	1965	4	1	2	Y	2CATC	  	  	  	  	  	2772	SOLD	123	03/25/2013	59,900	45,000	11704	Kelly Wood	765-534-3749	31464	Stacy Seybert	765-221-9423
1722 OAKWOOD DR	ANDERSON	46011	4806	1972	3	0	2	Y	2CATC	  	  	  	  	  	0	SOLD	24	12/04/2012	98,900	92,700	25514	David Nunn	317-826-6593	13843	Andrea Eldon	765-748-2842
1730 OAKWOOD DR	ANDERSON	46011	4810	1972	3	1	2	Y	2CATC	  	  	  	  	  	2080	SOLD	77	07/30/2013	41,000	44,100	27808	Jennifer Wilmoth	317-863-4102	31983	Brett Snodgrass	812-216-8602
3716 OAKWOOD DR	ANDERSON	46011	4812	1960	3	1	1	Y	2CATC	  	  	  	  	  	1530	SOLD	3	03/18/2013	75,000	72,900	10591	Jan Murphy	765-649-8783	10787	Betty Land	  
1316 OHIO	ANDERSON	46016	4813	1870	4	0	2	Y	1CATC	2CDTC	  	  	  	  	2008	SOLD	13	05/06/2013	18,900	20,000	12388	Sheila Hubbard	317-440-5088	29971	Dale Moore	317-697-5321
6526 PARAMOUNT SPRINGS DR	ANDERSON	46012	4813	2006	3	0	2	Y	2CATC	  	  	  	  	  	1352	SOLD	12	03/21/2013	72,000	72,600	10629	Bill Carter	765-617-9799	16433	Jada Sparks	765-640-2080
31 N PARK DR	ANDERSON	46011	4810	1950	3	0	1	Y	1CATC	  	  	  	  	  	1565	SOLD	36	02/11/2013	29,900	27,500	10629	Bill Carter	765-617-9799	20593	Darlene Welling	317-377-1917
5308 PATTERSON	ANDERSON	46017	4814	1967	3	1	1	Y	2CATC	  	  	  	  	  	1232	SOLD	206	10/01/2013	34,900	29,500	10629	Bill Carter	765-617-9799	28040	Jeffrey Cummings	317-282-0643
2004 PEARL ST	ANDERSON	46016	4813	1895	2	0	1	Y	1CATC	  	  	  	  	  	1280	SOLD	43	04/11/2013	13,000	13,000	10629	Bill Carter	765-617-9799	26276	Christy Thompson	317-849-7653
558 S PENDLETON	PENDLETON	46064	4816	1921	3	0	1	Y	1CDTC	  	  	  	  	  	1344	SOLD	31	05/07/2013	49,900	41,900	10629	Bill Carter	765-617-9799	15706	Michael Lawson	  
2915 PITT ST	ANDERSON	46016	4813	1919	2	0	1	Y	1CDTC	  	  	  	  	  	760	SOLD	90	03/29/2013	8,900	6,500	13095	Brad Taflinger	  	13095	Brad Taflinger	  
2931 PITT ST	ANDERSON	46016	4813	1900	3	0	1	Y	1CDTC	2CDTC	  	  	  	  	1149	SOLD	17	02/28/2013	9,405	7,000	13669	John Rhodes	765-779-5028	13669	John Rhodes	765-354-9820
201 W PLUM ST	FRANKTON	46044	4804	1900	4	0	2	Y	2CATC	  	  	  	  	  	1536	SOLD	32	12/31/2012	45,000	45,500	28040	Jeffrey Cummings	317-370-4664	27934	John Walukonis	765-643-3357
2234 POPLAR ST	ANDERSON	46012	4807	1960	3	0	2	Y	1CATC	  	  	  	  	  	1380	SOLD	103	04/19/2013	49,900	47,000	30812	John Guion	  	10565	Bernie Butler	765-641-2300
919 RAIBLE AVE	ANDERSON	46011	4812	1936	3	0	2	Y	2CATC	  	  	  	  	  	2794	SOLD	12	03/15/2013	27,000	31,600	28040	Jeffrey Cummings	317-370-4664	18427	Diana Dunham	765-623-7113
1630 RAIBLE	ANDERSON	46011	4812	1926	3	0	1	N	NONE	  	  	  	  	  	890	SOLD	166	05/10/2013	16,000	16,000	10820	Richard Melton	765-683-1490	10820	Richard Melton	765-683-1490
205 N RANDALL ST	INGALLS	46048	4815	2004	3	0	2	Y	2CATC	1CDTC	  	  	  	  	0	SOLD	23	02/27/2013	30,000	26,900	11964	Lisamarie Schmidt	317-223-4334	23755	Debra Altman-Foley	317-418-4599
6099 S RED FOX RD	PENDLETON	46064	4816	1995	5	0	4	Y	3CATC	  	  	  	  	  	3696	SOLD	6	11/09/2012	185,000	185,000	26708	Joni Bragg	765-617-0809	29332	Rodney Gaard	317-258-0147
9266 W REFLECTION CT	PENDLETON	46064	4815	2003	3	1	2	Y	3CATC	  	  	  	  	  	2590	SOLD	29	05/31/2013	139,900	135,000	27259	Sharon Floyd	317-201-9692	27259	Sharon Floyd	317-201-9692
7367 Reformatory RD	FORTVILLE	46040	4815	1978	3	0	1	Y	2CDTC	  	  	  	  	  	1362	SOLD	156	07/03/2013	49,900	43,000	840	Mark Dudley	317-326-3650	25198	Debbie Yozipovich	317-498-5879
8355 RETREAT	PENDLETON	46064	4815	2005	3	1	2	Y	2CATC	  	  	  	  	  	2426	SOLD	9	12/12/2012	106,000	106,100	11964	Lisamarie Schmidt	317-223-4334	30646	Gerald Holman	317-354-3473
2551 W Ridge LN	Anderson	46013	4816	1968	4	1	2	Y	2CATC	  	  	  	  	  	1890	SOLD	30	02/22/2013	158,900	152,500	21401	Carol Miller	765-623-2725	33151	Staci Woods	317-564-7100
205 W ROSEWOOD DR	MARKLEVILLE	46056	4817	2000	3	0	2	Y	2CATC	  	  	  	  	  	1400	SOLD	129	06/28/2013	28,900	28,000	27078	Paul Starr	  	32534	Heather Clemmons	765-288-1711
2529 SASSAFRAS LN	Anderson	46012	4813	1989	3	0	2	Y	1CATC	  	  	  	  	  	1302	SOLD	48	05/15/2013	59,900	55,900	2147	Sherry Soforic	317-571-0417	26824	Edwinia Thanas	765-643-3391
3404 S SCATTERFIELD RD	ANDERSON	46013	4813	1928	3	0	1	Y	3CATC	  	  	  	  	  	1144	SOLD	20	05/06/2013	34,000	35,000	18578	Regina Nottingham-Briles	317-850-3286	21499	Heather Ridenour	765-425-3606
6429 SCHELL LN	Anderson	46013	4811	2012	3	0	2	Y	2CATC	  	  	  	  	  	1355	SOLD	0	06/12/2013	120,880	120,880	17725	Frances Williams	317-797-7036	17725	Frances Williams	317-797-7036
832 E SCHOOL ST	ANDERSON	46012	4808	1967	2	1	2	Y	4CDTC	  	  	  	  	  	2127	SOLD	111	05/10/2013	189,900	161,000	16433	Jada Sparks	765-640-2080	17574	Jeff Weightman	317-258-4714
8227 S SHADY TRAIL DR	PENDLETON	46064	4815	2002	3	0	2	Y	2CATC	  	  	  	  	  	1273	SOLD	0	04/23/2013	91,000	91,000	29609	Scott Perry	317-690-6323	24437	Sheri Coldren	317-727-4626
8391 S SHADY TRAIL DR	PENDLETON	46064	4815	2004	3	1	2	Y	2CATC	  	  	  	  	  	2320	SOLD	24	05/13/2013	132,900	128,000	29609	Scott Perry	317-690-6323	24437	Sheri Coldren	317-727-4626
8404 S SHADY TRAIL DR	PENDLETON	46064	4815	2003	3	1	2	Y	2CATC	  	  	  	  	  	1530	SOLD	43	02/01/2013	104,500	100,000	18733	Randal Hayes	  	24437	Sheri Coldren	317-727-4626
803 SHELLBARK RD	ANDERSON	46011	4812	1955	3	0	1	Y	1CATC	  	  	  	  	  	1620	SOLD	93	04/26/2013	56,700	33,674	10629	Bill Carter	765-617-9799	9999	. Non-BLC Member	317-956-1912
2217 SHERMAN ST	ANDERSON	46016	4812	1925	2	0	1	N	NONE	  	  	  	  	  	816	SOLD	148	07/31/2013	9,500	6,500	25045	Kathryn Kircher	  	27447	Michael Jones	317-205-4800
1905 South Woods RD	ANDERSON	46012	4811	1962	4	0	3	Y	2CATC	1CDTC	  	  	  	  	2000	SOLD	31	05/16/2013	109,900	103,000	16433	Jada Sparks	765-640-2080	33018	Taylor Jacobs	765-644-3341
135 SOUTH DR	ANDERSON	46013	4812	1927	2	0	1	Y	MULTI	  	  	  	  	  	886	SOLD	11	03/18/2013	19,900	19,900	32097	Sam Johnson	  	32097	Sam Johnson	765-643-3391
301 SOUTH DR	ANDERSON	46013	4813	1940	3	0	1	Y	1CDTC	  	  	  	  	  	1338	SOLD	25	04/08/2013	19,000	17,000	18578	Regina Nottingham-Briles	317-850-3286	25592	Wendy McKeown	317-373-6020
7324 SPRAGUE ST	ANDERSON	46013	4817	1948	2	0	1	Y	2CDTC	  	  	  	  	  	864	SOLD	55	03/01/2013	29,900	29,000	10820	Richard Melton	765-683-1490	10593	Sherry Minton	765-641-2300
4070 S SR 13	LAPEL	46051	4809	1899	3	0	1	Y	1CATC	  	  	  	  	  	0	SOLD	124	07/12/2013	37,300	31,000	13155	Sharon Baxter	317-504-5555	1613	Sharon Gilchrist	  
3077 E SR 236	ANDERSON	46011	4814	1979	5	0	4	Y	2CATC	  	  	  	  	  	4334	SOLD	126	08/06/2013	154,900	160,199	32984	Rachel Watson	  	8119	Noreen O'Connell	317-440-6021
377 E SR 28	ALEXANDRIA	46001	4805	1952	2	0	0	Y	2CDTC	  	  	  	  	  	1780	SOLD	122	05/13/2013	48,500	44,000	13095	Brad Taflinger	  	60701	Sharon Strahan	765-760-1238
4199 N SR 9	ANDERSON	46012	4807	1965	4	0	1	Y	2CDTC	4CATC	  	  	  	  	1155	SOLD	46	12/03/2012	15,900	14,500	26708	Joni Bragg	765-617-0809	10629	Bill Carter	765-617-9799
15945 N SR 9	SUMMITVILLE	46070	4802	1949	2	0	1	Y	2CDTC	  	  	  	  	  	2040	SOLD	76	06/18/2013	19,900	17,500	27078	Paul Starr	  	33298	James Wood	765-221-9423
9414 W STARGAZER	PENDLETON	46064	4815	2004	3	1	2	Y	2CATC	  	  	  	  	  	1812	SOLD	23	04/26/2013	117,500	114,000	29609	Scott Perry	317-690-6323	24437	Sheri Coldren	317-727-4626
9437 W STARGAZER DR	PENDLETON	46064	4815	2005	3	1	2	Y	2CATC	  	  	  	  	  	2030	SOLD	31	05/06/2013	129,900	122,000	26309	Kortney Seitz	317-727-5483	24437	Sheri Coldren	317-727-4626
9445 W STARGAZER DR	PENDLETON	46064	4815	2004	3	1	2	Y	2CATC	  	  	  	  	  	1792	SOLD	6	02/07/2013	114,851	112,000	107	Lois Thompson-Nelson	317-888-4899	24437	Sheri Coldren	317-727-4626
